Stock Symbol,Stock URL
HDFCBANK,https://www.screener.in/company/HDFCBANK/
ICICIBANK,https://www.screener.in/company/ICICIBANK/
KOTAKBANK,https://www.screener.in/company/KOTAKBANK/
AXISBANK,https://www.screener.in/company/AXISBANK/
INDUSINDBK,https://www.screener.in/company/INDUSINDBK/
SBIN,https://www.screener.in/company/SBIN/
BANKBARODA,https://www.screener.in/company/BANKBARODA/
PNB,https://www.screener.in/company/PNB/
